name,Occurrence,order,Main page,Store Link,Accessible,Multiplayer,Social,Creator,HMD,Origin,Store,Price,Number of Reviews,Temp_reviews_no_n/a,Normalized reviews,Web Visitor Count,Normalized visitors,Z-score,Order_formula,Main Focus,Online Count,Rating,summary,Download Count,#Player in the Most Popular Room,Platform Type,Platform availability,Hints for room creation,Room creation,Room creation detailed,Official Creator Documentation Main Page,Official First Step Guide,Unofficial Tutorials,Creator Description,Main Page Web Metric,Monthly Active Users,Events,Scholar Articles
HUMANITY,First,21,https://www.meta.com/en-gb/experiences/humanity/10019544428070674/,https://www.meta.com/en-gb/experiences/humanity/10019544428070674/,Yes,No,,,,quest_query_data_metaverse,Quest,24.99,76,,,,,,,,,96,"VR Game of the Year, The EDGE Awards 2023!

HUMANITY ist ein innovativer Mix aus Puzzle und Action-Plattformer. Das Schicksal der Menschheit liegt in deinen H&#xe4;nden bzw. Pfoten! Bringe im Story-Modus als Shiba Inu riesige Menschenmengen ans Ziel oder durchst&#xf6;bere die Vielfalt an Nutzerlevels, die mit dem Leveleditor erstellt wurden!",,,,,,,,,,,,,,,
Derby,First,22,https://www.meta.com/en-gb/experiences/derby/5981971501867491/,https://www.meta.com/en-gb/experiences/derby/5981971501867491/,Yes,No,,,,quest_query_data_metaverse,Quest,0,454,,,,,,,,,84,"Derby is the best place to meet friends, play ball, and make fun videos.

Enter a social virtual park, unleash your swing and throw heat!

Casually compete with friends in a 1v1, or become a champ on the leaderboards.

Earn Peanuts to spend in the Snack Shack on a rotating selection of swag. 

Become a member to earn exclusive rewards, and craft your own private park to host insane fan lobbies with friends.

Hit dingers, become a star, and change the game! It&#x2019;s all possible in Derby.",,,,,,,,,,,,,,,
SketchUp Viewer,First,23,https://www.meta.com/en-gb/experiences/sketchup-viewer/9874528232572675/,https://www.meta.com/en-gb/experiences/sketchup-viewer/9874528232572675/,Yes,No,,,,quest_query_data_metaverse,Quest,0,64,,,,,,,,,76,"SketchUp Viewer for Meta Quest makes it easier than ever to view your SketchUp models in virtual reality and amaze your customers and stakeholders. Available now for Meta Quest 2, Meta Quest 3, and Meta Quest Pro, you can experience your designs in an immersive environment without the need for a complex setup or a powerful desktop machine. Leverage features including Scenes, Outliner, Tape Measure, and our brand new Home Environment to showcase your designs and make better design decisions.",,,,,,,,,,,,,,,
Tribe XR | DJ Academy,,24,https://www.meta.com/en-gb/experiences/tribe-xr-dj-academy/2055718171162796/,https://www.meta.com/en-gb/experiences/tribe-xr-dj-academy/2055718171162796/,Yes,No,,,,quest_query_data_metaverse,Quest,0,1229,,,,,,,,,84,"Become a DJ! Play on official Pioneer DJ equipment. Learn from the masters at the Pete Tong DJ Academy. Join daily workshops. Connect with the community. Perform to the world.

Subscribe for your free 7-day trial:
- Play on official Pioneer DJ equipment
- Learn from the masters at the Pete Tong DJ Academy
- Load your own music - including via Dropbox
- Access tracks from Beatport, Monstercat &amp; Soundcloud Go+
- Join live workshops &amp; multiplayer rooms
- Livestream to Twitch
- Cancel anytime",,,,,,,,,,,,,,,
MeetinVR,,74,https://www.meetinvr.com/,"https://www.meetinvr.com/download/
https://www.meta.com/en-gb/experiences/1760132027421053/",Yes,,,,Yes,Google search,"Main page
Meta","Free
Free",,,,,,,,,,,,,,,,,,,,,,,,,,
Immerse - Language Learning,,26,https://www.meta.com/en-gb/experiences/immerse-language-learning/3181432891940455/,https://www.meta.com/en-gb/experiences/immerse-language-learning/3181432891940455/,Yes,No,,,,quest_query_data_metaverse,Quest,0,532,,,,,,,,,84,"&#x1f525; Don&#039;t just study Spanish, French, or English &#x2014; learn how to SPEAK it fluently with coworkers, friends, and family!

&#x2764;&#xfe0f; Immerse is the fastest growing immersive language learning platform trusted by thousands of members around the world!

&#x1f4aa; Get unlimited access to live group classes and AI-powered conversation practice for a fraction of the cost of online tutoring or traveling abroad.

&#x1f911; Subscriptions start as low as $25/mo. Must be 18 or older. 

&#x1f973; Start your 14 day free trial today!",,,,,,,,,,,,,,,
Innerworld,,27,https://www.meta.com/en-gb/experiences/innerworld/5406767536033508/,https://www.meta.com/en-gb/experiences/innerworld/5406767536033508/,Yes,No,,,,quest_query_data_metaverse,Quest,0,486,,,,,,,,,86,"Welcome to Innerworld: a virtual world where you can learn evidence-based mental health tools and receive support in a place where you can feel safe being yourself. Start your mental health journey today.
 
Work through life&#x2019;s biggest challenges with guides certified in Cognitive Behavioral Immersion: a transformative approach to mental health support. 

Let&#x2019;s find our way together.

Innerworld is currently for people who are able to speak English.",,,,,,,,,,,,,,,
Futurescape,First,28,https://www.meta.com/en-gb/experiences/6371182992938672,https://www.meta.com/en-gb/experiences/6371182992938672,No,,,,,quest_query_data_metaverse,Quest,,,,,,,,,,,100,,,,,,,,,,,,,,,,
VirtualSpeech,First,29,https://www.meta.com/en-gb/experiences/virtualspeech/3973230756042512/,https://www.meta.com/en-gb/experiences/virtualspeech/3973230756042512/,Yes,No,,,,quest_query_data_metaverse,Quest,0,73,,,,,,,,,74,"Improve your communication skills with AI-powered avatars, real-time feedback, and realistic environments. Training on presentation skills, leadership, sales, difficult conversations, and other workplace skills.

Features include:
&#x2605; AI-powered roleplay conversations
&#x2605; Real-time feedback on performance
&#x2605; Record your presentations and body language
&#x2605; Practice in augmented and mixed reality (MR/AR)
&#x2605; 30+ training modules
&#x2605; Add your slides, notes, and questions
&#x2605; Wide range of supported courses",,,,,,,,,,,,,,,
Galaxity,First,51,https://www.galaxity.net/,"https://www.meta.com/en-gb/experiences/2337801553010648/
https://store.steampowered.com/app/1002890/Galaxity__Beta_VR/
https://store.steampowered.com/app/1805190/Galaxity__Korea_VR/",Yes,Yes,Yes,No,Yes,Google search,"Meta
Steam
Steam","Free
Free
Free",28,,,,,,,,,,,,,,,,,,,,,,,,,
iB Cricket,First,31,https://www.meta.com/en-gb/experiences/ib-cricket/5437449896288644/,https://www.meta.com/en-gb/experiences/ib-cricket/5437449896288644/,Yes,No,,,,quest_query_data_metaverse,Quest,29.99,1305,,,,,,,,,90,"A sport with 2.5 billion fans across the world is now in VR as iB Cricket (vSport). Step into immersive world-class stadiums with thousands cheering for you and hit the ball out of the park. Our realistic physics makes it intuitive to learn the sport within 10 mins. Thousands of people from all over the world including non-cricketing nations have enjoyed playing iB Cricket. Hone your skills, compete in global tournaments &amp; become a vSport star.",,,,,,,,,,,,,,,
Paintball Playground,,32,https://www.meta.com/en-gb/experiences/paintball-playground/5804418539661677/,https://www.meta.com/en-gb/experiences/paintball-playground/5804418539661677/,Yes,No,,,,quest_query_data_metaverse,Quest,0,306,,,,,,,,,80,"A Sports/Shooter game where you compete against other players on SpeedBall, SpeedQB or Woodsball maps.",,,,,,,,,,,,,,,
Xbox Cloud Gaming (Beta),First,33,https://www.meta.com/en-gb/experiences/xbox-cloud-gaming-beta/6096836170400630/,https://www.meta.com/en-gb/experiences/xbox-cloud-gaming-beta/6096836170400630/,Yes,No,,,,quest_query_data_metaverse,Quest,0,843,,,,,,,,,62,"Play hundreds of high-quality Xbox games on Meta VR headsets with Game Pass. 

*Game Pass Ultimate: Subscription continues automatically at regular monthly price unless cancelled. Xbox Cloud Gaming (Beta): requires supported controller (sold separately); streaming limitations apply, server availability and wait times may vary. Subject to xbox.com/subscriptionterms.",,,,,,,,,,,,,,,
Blue Hill Gold Mine,First,34,https://www.meta.com/en-gb/experiences/9465027033537283,https://www.meta.com/en-gb/experiences/9465027033537283,No,,,,,quest_query_data_metaverse,Quest,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Red Matter,First,35,https://www.meta.com/en-gb/experiences/red-matter/2180753588712484/,https://www.meta.com/en-gb/experiences/red-matter/2180753588712484/,Yes,No,,,,quest_query_data_metaverse,Quest,24.99,4524,,,,,,,,,92,"Red Matter offers unparalleled visuals in a VR puzzle adventure set on Saturn&#039;s moon, Rhea. As Agent Epsilon, explore a captivating, story-driven world filled with engaging puzzles and breathtaking environments. Utilize hi-tech tools to uncover secrets within a beautifully detailed dystopian Sci-Fi universe. Experience a narrative rich in intrigue and wonder, designed to captivate from start to finish. Red Matter isn&#039;t just a game&#x2014;it&#039;s an unforgettable journey into the essence of VR",,,,,,,,,,,,,,,
ZuseRunners,,36,https://www.meta.com/en-gb/experiences/zuserunners/6289885221105652/,https://www.meta.com/en-gb/experiences/zuserunners/6289885221105652/,Yes,No,,,,quest_query_data_metaverse,Quest,0,409,,,,,,,,,82,(ZuseRunners) is a fun Multiplayer Game To Play With New People And Make New Friends,,,,,,,,,,,,,,,
BIG BALLERS VR,,37,https://www.meta.com/en-gb/experiences/big-ballers-vr/3947713001963656/,https://www.meta.com/en-gb/experiences/big-ballers-vr/3947713001963656/,Yes,No,,,,quest_query_data_metaverse,Quest,0,15198,,,,,,,,,96,"&#x1f410; BECOME THE G.O.A.T &#x1f410; 

Rank up in the fastest growing VR sports game, BIG BALLERS VR. Play with up to 12 players and perform crazy windmill contact dunks in basketball, slug dingers in baseball, and clutch it with game-winning touchdown catches. Try our MR Fitness mode too.  

&#x1f3c8; EASY TO LEARN &#x2013; HARD TO MASTER &#x26be;&#xfe0f;&#x1f3c0;&#x1f3d0;

Our world-class physics engine gives you realistic natural gameplay while being easy to grasp yet challenging to master.

&#x1f624; WILL YOU RISE TO THE CHALLENGE &#x1f624;

Play free now!",,,,,,,,,,,,,,,
Talespin,First,38,https://www.meta.com/en-gb/experiences/talespin/9658050154267722/,https://www.meta.com/en-gb/experiences/talespin/9658050154267722/,Yes,No,,,,quest_query_data_metaverse,Quest,0,53,,,,,,,,,64,"Welcome to Talespin&#x2014;a gateway to virtual worlds built to support your personal and professional growth. Embark on an enriching journey with our vast library of immersive learning content, thoughtfully designed to mirror real-life situations so you can practice the most important skills to get ahead&#x2014;skills often called &#x201c;power skills,&#x201d; or &#x201c;human skills.&#x201d;

Empower yourself with the human skills that AI can&#039;t replace. Together, we can build the foundation for your future.",,,,,,,,,,,,,,,
Steam Link,First,39,https://www.meta.com/en-gb/experiences/steam-link/5841245619310585/,https://www.meta.com/en-gb/experiences/steam-link/5841245619310585/,Yes,No,,,,quest_query_data_metaverse,Quest,0,2017,,,,,,,,,70,"Steam Link streamt Ihre Lieblingsspiele in Ihrer Steam-Bibliothek direkt von Ihrem Computer auf Ihr Meta-Quest-VR-Headset.

Installieren Sie heute noch die Steam-Link-App und fangen Sie an zu spielen!",,,,,,,,,,,,,,,
Mindset,First,40,https://www.meta.com/en-gb/experiences/mindset/5981642121902237/,https://www.meta.com/en-gb/experiences/mindset/5981642121902237/,Yes,No,,,,quest_query_data_metaverse,Quest,9.99,33,,,,,,,,,70,"HAND TRACKING SPIEL &#x1f64c;

Stelle dich einer intellektuellen Herausforderung und nutze deinen Verstand, um Dutzende faszinierender w&#xfc;rfelf&#xf6;rmiger R&#xe4;tsel zu l&#xf6;sen und gleichzeitig das Geheimnis deiner Vergangenheit zu l&#xfc;ften &#x1f9e0;

Genie&#xdf;e Sie ein Hand-Tracking-System, mit dem du eine Reihe von Kombinationen mit deinen eigenen H&#xe4;nden aktivieren, verbinden und verschieben kannst. Tauche Sie ein in eine Geschichte, die in einem bizarren Klartraum stattfindet, oder zeige deine F&#xe4;higkeiten im Herausforde",,,,,,,,,,,,,,,
GYM CLASS - BASKETBALL VR,,41,https://www.meta.com/en-gb/experiences/gym-class-basketball-vr/3661420607275144/,https://www.meta.com/en-gb/experiences/gym-class-basketball-vr/3661420607275144/,Yes,No,,,,quest_query_data_metaverse,Quest,0,58382,,,,,,,,,98,"&#x1f3c0;&#x1f3c8;&#x26be; GYM CLASS is the top VR basketball &amp; sports game. Experience NBA licensed team courts with full-court games, social worlds for pickup games with friends, and football &amp; baseball stadiums. Rated best on Quest, GC delivers top-notch simulation physics, environments, gameplay, avatars, and cosmetics. Tag your opponents in a fast-paced match, or play rec games - GC is where ballers unite.",,,,,,,,,,,,,,,
Maloka,First,42,https://www.meta.com/en-gb/experiences/maloka/4014704425248676/,https://www.meta.com/en-gb/experiences/maloka/4014704425248676/,Yes,No,,,,quest_query_data_metaverse,Quest,0,478,,,,,,,,,80,"Welcome to Maloka, a VR mindfulness game where practice meets play. Travel to your own personal island where you&#x2019;ll unite with your Spirit and embark on an immersive journey like no other. Find a practice that works for you with 100+ unique mindfulness experiences guided by Dr. Deepak Chopra, Sharon Salzberg, The Big Quiet, and more!",,,,,,,,,,,,,,,
WIN Reality Baseball,First,43,https://www.meta.com/en-gb/experiences/win-reality-baseball/3172399986210688/,https://www.meta.com/en-gb/experiences/win-reality-baseball/3172399986210688/,Yes,No,,,,quest_query_data_metaverse,Quest,0,2948,,,,,,,,,78,"WIN Reality: VR Baseball Training on Meta Quest

Get the training used by travel ball players, college athletes, pros to develop their skills and be game-ready. Hit game-speed pitching, practice in simulated games, and compete in live events. Use the WIN Bat Attachment to get on-field feel.

Improve your pitch recognition, swing timing, and swing biomechanics.

See improvements in batting average and pitch recognition within weeks.

Train at your own pace and from the comfort of your",,,,,,,,,,,,,,,
Monkey Doo,,44,https://www.meta.com/en-gb/experiences/monkey-doo/5635852399856124/,https://www.meta.com/en-gb/experiences/monkey-doo/5635852399856124/,Yes,No,,,,quest_query_data_metaverse,Quest,0,7236,,,,,,,,,92,"&#x1f412;&#x1faf5;Fan Made Update!

Live in the heart of the Bermuda Triangle with all your Monkey friends! Swing on vines, throw doo at your enemies, and climb everything! 

- Huge Maps: Explore the Bermuda Jungle, Floating Forests, Ancient Ruins, Lava Chasm, and more

- Unique Gamemodes: Be the first to collect 10 bananas or work together to fend off hordes of crocs -- new modes are coming all the time

- Monkey Apparel: Customize your body color, equip face &amp; head cosmetics, and stylize your doo",,,,,,,,,,,,,,,
Wolvic,,45,https://www.meta.com/en-gb/experiences/wolvic/5917120145021341/,https://www.meta.com/en-gb/experiences/wolvic/5917120145021341/,Yes,No,,,,quest_query_data_metaverse,Quest,0,195,,,,,,,,,72,"Wolvic is a secure, open source, and accessible web browser that brings all of the web&#x2019;s vast information and applications to the world of XR, and enables rich immersive WebXR experiences on the web itself. With interfaces and interaction support designed for immersive headsets, Wolvic brings you the best of both the web and XR.",,,,,,,,,,,,,,,
APES,,46,https://www.meta.com/en-gb/experiences/apes/5770576536320136/,https://www.meta.com/en-gb/experiences/apes/5770576536320136/,Yes,No,,,,quest_query_data_metaverse,Quest,0,452,,,,,,,,,82,"Run around as a super goofy ape with friends (if you have any.) or strangers!
From a Gleaming Cave to a Tropical Getaway, so much is in store for you in APES.",,,,,,,,,,,,,,,
Rumii,First,96,,https://store.steampowered.com/app/872440/rumii/,Yes,No,,,Yes,Google search,Steam,Free,24,,,,,,,,,,,,,,,,,,,,,,,,,
Nanome,First,48,https://www.meta.com/en-gb/experiences/nanome/2038368596280231/,https://www.meta.com/en-gb/experiences/nanome/2038368596280231/,Yes,No,,,,quest_query_data_metaverse,Quest,0,23,,,,,,,,,76,"Nanome is the ultimate interface for scientific discovery, starting with molecular data. With Nanome, top R&amp;D labs conduct cutting-edge research but, Nanome isn&#x2019;t just for experts, it&#x2019;s also used by students and amateur scientists studying chemistry and biology. Anyone can build 3D molecules or simulate an entire protein made of hundreds of atoms, all in one collaborative environment. Transform the way you learn and design molecular structures with Nanome. Visit nanome.ai for more info.",,,,,,,,,,,,,,,
Galaxity : Beta VR,First,59,https://www.galaxity.net/,https://store.steampowered.com/app/1002890/Galaxity__Beta_VR/?snr=1_7_7_151_150_2,,Yes,Yes,No,,steam_query_data_vr_multiplayer,Steam,,20,,,,,,,,,85%,,,,,,,,,,,,,,,,
VR Hockey Reborn,First,50,https://www.meta.com/en-gb/experiences/vr-hockey-reborn/5307901462582204/,https://www.meta.com/en-gb/experiences/vr-hockey-reborn/5307901462582204/,Yes,No,,,,quest_query_data_metaverse,Quest,0,208,,,,,,,,,84,VR Hockey is here. Meet one of the most realistic VR hockey experiences.,,,,,,,,,,,,,,,
Zenith: Nexus,First,51,https://www.meta.com/en-gb/experiences/zenith-nexus/3594982710558708/,https://www.meta.com/en-gb/experiences/zenith-nexus/3594982710558708/,Yes,No,,,,quest_query_data_metaverse,Quest,0,7201,,,,,,,,,84,Party up with friends in a free online action-adventure RPG! Slash mobs with magic and race across parkour challenges in quick session-based runs. Meet up with other players in the city to upgrade your gear or just hangout and shoot hoops before your next run. Sessions stays fresh with daily and weekly content rotations.,,,,,,,,,,,,,,,
Fruit Ninja 2,First,52,https://www.meta.com/en-gb/experiences/fruit-ninja-2/4917905281646450/,https://www.meta.com/en-gb/experiences/fruit-ninja-2/4917905281646450/,Yes,No,,,,quest_query_data_metaverse,Quest,24.99,150,,,,,,,,,82,"Sp&#xfc;re das Gewicht der Klinge in deinen H&#xe4;nden und erlebe den befriedigenden Widerstand, wenn du durch die Fr&#xfc;chte schneidest und saftige Explosionen und bunte Spritzer erzeugst.
 
&#x2022; Die Modi &quot;Classic&quot;, &quot;Arcade&quot; und &quot;Zen&quot; sind zur&#xfc;ck und saftiger denn je!
&#x2022; Benutze den Bogen, um eine ganz neue Technik zum Durchstechen von Fr&#xfc;chten zu erlernen 
&#x2022; Der rasante Rhythmusmodus fordert dich heraus, mit der Musik Schritt zu halten
&#x2022; Teste deine F&#xe4;higkeiten gegen andere Ninjas!",,,,,,,,,,,,,,,
